Year,State,Ag District,Ag District Code,County,Value
1987,ILLINOIS,EAST SOUTHEAST,70,CLARK,35
1986,ILLINOIS,EAST SOUTHEAST,70,CLARK,42.5
1985,ILLINOIS,EAST SOUTHEAST,70,CLARK,39.5
1984,ILLINOIS,EAST SOUTHEAST,70,CLARK,29.5
1983,ILLINOIS,EAST SOUTHEAST,70,CLARK,24
1982,ILLINOIS,EAST SOUTHEAST,70,CLARK,37
1981,ILLINOIS,EAST SOUTHEAST,70,CLARK,32.5
1980,ILLINOIS,EAST SOUTHEAST,70,CLARK,37.5
2022,ILLINOIS,EAST SOUTHEAST,70,CLAY,57.3
2021,ILLINOIS,EAST SOUTHEAST,70,CLAY,59.2
2020,ILLINOIS,EAST SOUTHEAST,70,CLAY,52.4
2019,ILLINOIS,EAST SOUTHEAST,70,CLAY,40.5
2018,ILLINOIS,EAST SOUTHEAST,70,CLAY,58.5
2017,ILLINOIS,EAST SOUTHEAST,70,CLAY,44.3
2016,ILLINOIS,EAST SOUTHEAST,70,CLAY,52.5
2015,ILLINOIS,EAST SOUTHEAST,70,CLAY,46.1
2014,ILLINOIS,EAST SOUTHEAST,70,CLAY,48.2
2013,ILLINOIS,EAST SOUTHEAST,70,CLAY,40.7
2012,ILLINOIS,EAST SOUTHEAST,70,CLAY,22.6
2011,ILLINOIS,EAST SOUTHEAST,70,CLAY,31.9
2010,ILLINOIS,EAST SOUTHEAST,70,CLAY,44.2
2009,ILLINOIS,EAST SOUTHEAST,70,CLAY,33
2008,ILLINOIS,EAST SOUTHEAST,70,CLAY,41
2007,ILLINOIS,EAST SOUTHEAST,70,CLAY,29
2006,ILLINOIS,EAST SOUTHEAST,70,CLAY,39
2005,ILLINOIS,EAST SOUTHEAST,70,CLAY,40
2004,ILLINOIS,EAST SOUTHEAST,70,CLAY,43
2003,ILLINOIS,EAST SOUTHEAST,70,CLAY,35
2002,ILLINOIS,EAST SOUTHEAST,70,CLAY,23
2001,ILLINOIS,EAST SOUTHEAST,70,CLAY,39
2000,ILLINOIS,EAST SOUTHEAST,70,CLAY,41
1999,ILLINOIS,EAST SOUTHEAST,70,CLAY,35
1998,ILLINOIS,EAST SOUTHEAST,70,CLAY,34
1997,ILLINOIS,EAST SOUTHEAST,70,CLAY,36.5
1996,ILLINOIS,EAST SOUTHEAST,70,CLAY,32
1995,ILLINOIS,EAST SOUTHEAST,70,CLAY,28.5
1994,ILLINOIS,EAST SOUTHEAST,70,CLAY,28.5
1993,ILLINOIS,EAST SOUTHEAST,70,CLAY,37.5
1992,ILLINOIS,EAST SOUTHEAST,70,CLAY,30.5
1991,ILLINOIS,EAST SOUTHEAST,70,CLAY,23.5
1990,ILLINOIS,EAST SOUTHEAST,70,CLAY,25.5
1989,ILLINOIS,EAST SOUTHEAST,70,CLAY,30.5
1988,ILLINOIS,EAST SOUTHEAST,70,CLAY,20.5
1987,ILLINOIS,EAST SOUTHEAST,70,CLAY,29
1986,ILLINOIS,EAST SOUTHEAST,70,CLAY,33
1985,ILLINOIS,EAST SOUTHEAST,70,CLAY,34.5
1984,ILLINOIS,EAST SOUTHEAST,70,CLAY,22
1983,ILLINOIS,EAST SOUTHEAST,70,CLAY,13
1982,ILLINOIS,EAST SOUTHEAST,70,CLAY,31
1981,ILLINOIS,EAST SOUTHEAST,70,CLAY,32
1980,ILLINOIS,EAST SOUTHEAST,70,CLAY,22.5
2022,ILLINOIS,SOUTHWEST,80,CLINTON,54.6
2021,ILLINOIS,SOUTHWEST,80,CLINTON,63.6
2020,ILLINOIS,SOUTHWEST,80,CLINTON,52.5
2019,ILLINOIS,SOUTHWEST,80,CLINTON,51.9
2018,ILLINOIS,SOUTHWEST,80,CLINTON,60.1
2017,ILLINOIS,SOUTHWEST,80,CLINTON,50.8
2016,ILLINOIS,SOUTHWEST,80,CLINTON,54.1
2015,ILLINOIS,SOUTHWEST,80,CLINTON,48
2014,ILLINOIS,SOUTHWEST,80,CLINTON,51.6
2013,ILLINOIS,SOUTHWEST,80,CLINTON,39.8
2012,ILLINOIS,SOUTHWEST,80,CLINTON,27.5
2011,ILLINOIS,SOUTHWEST,80,CLINTON,34
2010,ILLINOIS,SOUTHWEST,80,CLINTON,49.8
2009,ILLINOIS,SOUTHWEST,80,CLINTON,39
2008,ILLINOIS,SOUTHWEST,80,CLINTON,45
2007,ILLINOIS,SOUTHWEST,80,CLINTON,26
2006,ILLINOIS,SOUTHWEST,80,CLINTON,36
2005,ILLINOIS,SOUTHWEST,80,CLINTON,41
2004,ILLINOIS,SOUTHWEST,80,CLINTON,49
2003,ILLINOIS,SOUTHWEST,80,CLINTON,33
2002,ILLINOIS,SOUTHWEST,80,CLINTON,38
2001,ILLINOIS,SOUTHWEST,80,CLINTON,41
2000,ILLINOIS,SOUTHWEST,80,CLINTON,39
1999,ILLINOIS,SOUTHWEST,80,CLINTON,35
1998,ILLINOIS,SOUTHWEST,80,CLINTON,38.5
1997,ILLINOIS,SOUTHWEST,80,CLINTON,34.5
1996,ILLINOIS,SOUTHWEST,80,CLINTON,31
1995,ILLINOIS,SOUTHWEST,80,CLINTON,34.5
1994,ILLINOIS,SOUTHWEST,80,CLINTON,34.5
1993,ILLINOIS,SOUTHWEST,80,CLINTON,37.5
1992,ILLINOIS,SOUTHWEST,80,CLINTON,35.5
1991,ILLINOIS,SOUTHWEST,80,CLINTON,30
1990,ILLINOIS,SOUTHWEST,80,CLINTON,28
1989,ILLINOIS,SOUTHWEST,80,CLINTON,27
1988,ILLINOIS,SOUTHWEST,80,CLINTON,25.5
1987,ILLINOIS,SOUTHWEST,80,CLINTON,33
1986,ILLINOIS,SOUTHWEST,80,CLINTON,34.5
1985,ILLINOIS,SOUTHWEST,80,CLINTON,35
1984,ILLINOIS,SOUTHWEST,80,CLINTON,20
1983,ILLINOIS,SOUTHWEST,80,CLINTON,18
1982,ILLINOIS,SOUTHWEST,80,CLINTON,36
1981,ILLINOIS,SOUTHWEST,80,CLINTON,35.5
1980,ILLINOIS,SOUTHWEST,80,CLINTON,24
2020,ILLINOIS,EAST SOUTHEAST,70,COLES,66.6
2019,ILLINOIS,EAST SOUTHEAST,70,COLES,63.7
2018,ILLINOIS,EAST SOUTHEAST,70,COLES,74.9
2017,ILLINOIS,EAST SOUTHEAST,70,COLES,64.3
2016,ILLINOIS,EAST SOUTHEAST,70,COLES,62.6
2015,ILLINOIS,EAST SOUTHEAST,70,COLES,62.3
2014,ILLINOIS,EAST SOUTHEAST,70,COLES,60.4
2013,ILLINOIS,EAST SOUTHEAST,70,COLES,57.1
2012,ILLINOIS,EAST SOUTHEAST,70,COLES,44.3
2011,ILLINOIS,EAST SOUTHEAST,70,COLES,46.4
2010,ILLINOIS,EAST SOUTHEAST,70,COLES,58
2009,ILLINOIS,EAST SOUTHEAST,70,COLES,50
2008,ILLINOIS,EAST SOUTHEAST,70,COLES,50
2007,ILLINOIS,EAST SOUTHEAST,70,COLES,53
2006,ILLINOIS,EAST SOUTHEAST,70,COLES,51
2005,ILLINOIS,EAST SOUTHEAST,70,COLES,51
2004,ILLINOIS,EAST SOUTHEAST,70,COLES,54
2003,ILLINOIS,EAST SOUTHEAST,70,COLES,47
2002,ILLINOIS,EAST SOUTHEAST,70,COLES,43
2001,ILLINOIS,EAST SOUTHEAST,70,COLES,50
2000,ILLINOIS,EAST SOUTHEAST,70,COLES,50
1999,ILLINOIS,EAST SOUTHEAST,70,COLES,44
1998,ILLINOIS,EAST SOUTHEAST,70,COLES,42.5
1997,ILLINOIS,EAST SOUTHEAST,70,COLES,42
1996,ILLINOIS,EAST SOUTHEAST,70,COLES,41.5
1995,ILLINOIS,EAST SOUTHEAST,70,COLES,41
1994,ILLINOIS,EAST SOUTHEAST,70,COLES,46
1993,ILLINOIS,EAST SOUTHEAST,70,COLES,48
1992,ILLINOIS,EAST SOUTHEAST,70,COLES,47
1991,ILLINOIS,EAST SOUTHEAST,70,COLES,38.5
1990,ILLINOIS,EAST SOUTHEAST,70,COLES,42.5
1989,ILLINOIS,EAST SOUTHEAST,70,COLES,41
1988,ILLINOIS,EAST SOUTHEAST,70,COLES,28
1987,ILLINOIS,EAST SOUTHEAST,70,COLES,40
1986,ILLINOIS,EAST SOUTHEAST,70,COLES,45.5
1985,ILLINOIS,EAST SOUTHEAST,70,COLES,49
1984,ILLINOIS,EAST SOUTHEAST,70,COLES,31
1983,ILLINOIS,EAST SOUTHEAST,70,COLES,28
1982,ILLINOIS,EAST SOUTHEAST,70,COLES,39.5
1981,ILLINOIS,EAST SOUTHEAST,70,COLES,41
1980,ILLINOIS,EAST SOUTHEAST,70,COLES,37
2022,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,61.8
2021,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,65
2020,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,56.3
2019,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,49.5
2018,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,63
2017,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,52.7
2016,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,56.4
2015,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,51
2014,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,50.2
2013,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,47.5
2012,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,30.2
2011,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,42.2
2010,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,45.5
2009,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,38
2008,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,44
2007,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,40
2006,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,45
2005,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,45
2004,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,47
2003,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,40
2002,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,35
2001,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,42
2000,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,42
1999,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,36
1998,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,37
1997,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,36.5
1996,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,33.5
1995,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,35
1994,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,37
1993,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,41
1992,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,42
1991,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,34.5
1990,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,32
1989,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,35.5
1988,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,25
1987,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,33.5
1986,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,37
1985,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,36.5
1984,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,26.5
1983,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,20.5
1982,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,35.5
1981,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,32.5
1980,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,35.5
2022,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,67.2
2020,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,56.5
2019,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,50.6
2018,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,67.2
2017,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,54.1
2016,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,59
2015,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,58.6
2014,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,55
2013,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,49.9
2012,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,43.3
2011,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,45.6
2010,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,49.9
2009,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,41
2008,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,44
2007,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,46
2006,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,50
2005,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,45
2004,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,50
2003,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,43
2002,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,42
2001,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,42
2000,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,41
1999,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,34
1998,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,40.5
1997,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,38.5
1996,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,34
1995,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,38
1994,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,43.5
1993,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,38.5
1992,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,42
1991,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,36
1990,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,37.5
1989,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,36.5
1988,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,26
1987,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,34
1986,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,40.5
1985,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,39
1984,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,28.5
1983,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,23
1982,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,36
1981,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,32.5
1980,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,36.5
2022,ILLINOIS,NORTHEAST,20,DE KALB,64.9
2021,ILLINOIS,NORTHEAST,20,DE KALB,63.9
2020,ILLINOIS,NORTHEAST,20,DE KALB,59
2019,ILLINOIS,NORTHEAST,20,DE KALB,55.6
2018,ILLINOIS,NORTHEAST,20,DE KALB,61.1
2017,ILLINOIS,NORTHEAST,20,DE KALB,53.6
2016,ILLINOIS,NORTHEAST,20,DE KALB,67.5
2015,ILLINOIS,NORTHEAST,20,DE KALB,61.2
2014,ILLINOIS,NORTHEAST,20,DE KALB,60
2013,ILLINOIS,NORTHEAST,20,DE KALB,59.6
2012,ILLINOIS,NORTHEAST,20,DE KALB,51.5
2011,ILLINOIS,NORTHEAST,20,DE KALB,60.4
2010,ILLINOIS,NORTHEAST,20,DE KALB,57.3
2009,ILLINOIS,NORTHEAST,20,DE KALB,47
2008,ILLINOIS,NORTHEAST,20,DE KALB,48
2007,ILLINOIS,NORTHEAST,20,DE KALB,51
2006,ILLINOIS,NORTHEAST,20,DE KALB,54
2005,ILLINOIS,NORTHEAST,20,DE KALB,44
2004,ILLINOIS,NORTHEAST,20,DE KALB,50
2003,ILLINOIS,NORTHEAST,20,DE KALB,35
2002,ILLINOIS,NORTHEAST,20,DE KALB,46
2001,ILLINOIS,NORTHEAST,20,DE KALB,46
2000,ILLINOIS,NORTHEAST,20,DE KALB,45
1999,ILLINOIS,NORTHEAST,20,DE KALB,52
1998,ILLINOIS,NORTHEAST,20,DE KALB,54
1997,ILLINOIS,NORTHEAST,20,DE KALB,49
1996,ILLINOIS,NORTHEAST,20,DE KALB,40
1995,ILLINOIS,NORTHEAST,20,DE KALB,46.5
1994,ILLINOIS,NORTHEAST,20,DE KALB,54
1993,ILLINOIS,NORTHEAST,20,DE KALB,44.5
1992,ILLINOIS,NORTHEAST,20,DE KALB,44.5
1991,ILLINOIS,NORTHEAST,20,DE KALB,47
1990,ILLINOIS,NORTHEAST,20,DE KALB,46
1989,ILLINOIS,NORTHEAST,20,DE KALB,43.5
1988,ILLINOIS,NORTHEAST,20,DE KALB,37.5
1987,ILLINOIS,NORTHEAST,20,DE KALB,47.5
1986,ILLINOIS,NORTHEAST,20,DE KALB,41
1985,ILLINOIS,NORTHEAST,20,DE KALB,44
1984,ILLINOIS,NORTHEAST,20,DE KALB,37.5
1983,ILLINOIS,NORTHEAST,20,DE KALB,40
1982,ILLINOIS,NORTHEAST,20,DE KALB,40.5
1981,ILLINOIS,NORTHEAST,20,DE KALB,45
1980,ILLINOIS,NORTHEAST,20,DE KALB,40.5
2022,ILLINOIS,CENTRAL,40,DE WITT,68
2021,ILLINOIS,CENTRAL,40,DE WITT,70.7
2020,ILLINOIS,CENTRAL,40,DE WITT,66.4
2018,ILLINOIS,CENTRAL,40,DE WITT,75
2017,ILLINOIS,CENTRAL,40,DE WITT,65.9
2016,ILLINOIS,CENTRAL,40,DE WITT,62.1
2015,ILLINOIS,CENTRAL,40,DE WITT,63.4
2014,ILLINOIS,CENTRAL,40,DE WITT,63.5
2012,ILLINOIS,CENTRAL,40,DE WITT,55.6
2011,ILLINOIS,CENTRAL,40,DE WITT,56
2010,ILLINOIS,CENTRAL,40,DE WITT,59.7
2009,ILLINOIS,CENTRAL,40,DE WITT,55
2008,ILLINOIS,CENTRAL,40,DE WITT,49
2007,ILLINOIS,CENTRAL,40,DE WITT,54
2006,ILLINOIS,CENTRAL,40,DE WITT,54
2005,ILLINOIS,CENTRAL,40,DE WITT,56
2004,ILLINOIS,CENTRAL,40,DE WITT,54
2003,ILLINOIS,CENTRAL,40,DE WITT,40
2002,ILLINOIS,CENTRAL,40,DE WITT,52
2001,ILLINOIS,CENTRAL,40,DE WITT,48
2000,ILLINOIS,CENTRAL,40,DE WITT,47
1999,ILLINOIS,CENTRAL,40,DE WITT,52
1998,ILLINOIS,CENTRAL,40,DE WITT,48
1997,ILLINOIS,CENTRAL,40,DE WITT,45.5
1996,ILLINOIS,CENTRAL,40,DE WITT,46.5
1995,ILLINOIS,CENTRAL,40,DE WITT,41.5
1994,ILLINOIS,CENTRAL,40,DE WITT,48.5
1993,ILLINOIS,CENTRAL,40,DE WITT,45
1992,ILLINOIS,CENTRAL,40,DE WITT,44.5
1991,ILLINOIS,CENTRAL,40,DE WITT,46.5
1990,ILLINOIS,CENTRAL,40,DE WITT,42.5
1989,ILLINOIS,CENTRAL,40,DE WITT,46
1988,ILLINOIS,CENTRAL,40,DE WITT,30
1987,ILLINOIS,CENTRAL,40,DE WITT,45
1986,ILLINOIS,CENTRAL,40,DE WITT,46.5
1985,ILLINOIS,CENTRAL,40,DE WITT,49.5
1984,ILLINOIS,CENTRAL,40,DE WITT,38.5
1983,ILLINOIS,CENTRAL,40,DE WITT,35.5
1982,ILLINOIS,CENTRAL,40,DE WITT,43
1981,ILLINOIS,CENTRAL,40,DE WITT,39
1980,ILLINOIS,CENTRAL,40,DE WITT,36.5
2022,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,69
2020,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,67.1
2019,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,62.4
2018,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,78.1
2017,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,63.7
2016,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,67.4
2015,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,67
2014,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,65.8
2013,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,52.1
2012,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,45.5
2011,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,50.2
2010,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,57.4
2009,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,55
2008,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,51
2007,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,56
2006,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,54
2005,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,51
2004,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,54
2003,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,43
2002,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,49
2001,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,51
2000,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,48
1999,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,47
1998,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,41.5
1997,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,42
1996,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,43.5
1995,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,44.5
1994,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,51
1993,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,49.5
1992,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,48.5
1991,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,36.5
1990,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,43.5
1989,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,45
1988,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,31
1987,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,45
1986,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,47
1985,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,51.5
1984,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,33.5
1983,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,32.5
1982,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,41.5
1981,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,40.5
1980,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,41
2022,ILLINOIS,EAST SOUTHEAST,70,EDGAR,67.9
2021,ILLINOIS,EAST SOUTHEAST,70,EDGAR,70.8
2020,ILLINOIS,EAST SOUTHEAST,70,EDGAR,61
2019,ILLINOIS,EAST SOUTHEAST,70,EDGAR,59.5
2018,ILLINOIS,EAST SOUTHEAST,70,EDGAR,69.5
2017,ILLINOIS,EAST SOUTHEAST,70,EDGAR,64.7
2016,ILLINOIS,EAST SOUTHEAST,70,EDGAR,65
2015,ILLINOIS,EAST SOUTHEAST,70,EDGAR,58.2
2014,ILLINOIS,EAST SOUTHEAST,70,EDGAR,61.4
2013,ILLINOIS,EAST SOUTHEAST,70,EDGAR,57.8
2012,ILLINOIS,EAST SOUTHEAST,70,EDGAR,38.9
2011,ILLINOIS,EAST SOUTHEAST,70,EDGAR,53.8
2010,ILLINOIS,EAST SOUTHEAST,70,EDGAR,53.9
2009,ILLINOIS,EAST SOUTHEAST,70,EDGAR,48
2008,ILLINOIS,EAST SOUTHEAST,70,EDGAR,50
2007,ILLINOIS,EAST SOUTHEAST,70,EDGAR,54
2006,ILLINOIS,EAST SOUTHEAST,70,EDGAR,53
2005,ILLINOIS,EAST SOUTHEAST,70,EDGAR,52
2004,ILLINOIS,EAST SOUTHEAST,70,EDGAR,56
2003,ILLINOIS,EAST SOUTHEAST,70,EDGAR,43
2002,ILLINOIS,EAST SOUTHEAST,70,EDGAR,45
2001,ILLINOIS,EAST SOUTHEAST,70,EDGAR,49
2000,ILLINOIS,EAST SOUTHEAST,70,EDGAR,46
1999,ILLINOIS,EAST SOUTHEAST,70,EDGAR,47
1998,ILLINOIS,EAST SOUTHEAST,70,EDGAR,41
1997,ILLINOIS,EAST SOUTHEAST,70,EDGAR,41
1996,ILLINOIS,EAST SOUTHEAST,70,EDGAR,41
1995,ILLINOIS,EAST SOUTHEAST,70,EDGAR,42.5
1994,ILLINOIS,EAST SOUTHEAST,70,EDGAR,48.5
1993,ILLINOIS,EAST SOUTHEAST,70,EDGAR,47.5
1992,ILLINOIS,EAST SOUTHEAST,70,EDGAR,45.5
1991,ILLINOIS,EAST SOUTHEAST,70,EDGAR,41.5
1990,ILLINOIS,EAST SOUTHEAST,70,EDGAR,42
1989,ILLINOIS,EAST SOUTHEAST,70,EDGAR,41
1988,ILLINOIS,EAST SOUTHEAST,70,EDGAR,31.5
1987,ILLINOIS,EAST SOUTHEAST,70,EDGAR,39.5
1986,ILLINOIS,EAST SOUTHEAST,70,EDGAR,43
1985,ILLINOIS,EAST SOUTHEAST,70,EDGAR,46.5
1984,ILLINOIS,EAST SOUTHEAST,70,EDGAR,34.5
1983,ILLINOIS,EAST SOUTHEAST,70,EDGAR,34.5
1982,ILLINOIS,EAST SOUTHEAST,70,EDGAR,40
1981,ILLINOIS,EAST SOUTHEAST,70,EDGAR,38.5
1980,ILLINOIS,EAST SOUTHEAST,70,EDGAR,37.5
2022,ILLINOIS,SOUTHEAST,90,EDWARDS,53.5
2021,ILLINOIS,SOUTHEAST,90,EDWARDS,63.1
2020,ILLINOIS,SOUTHEAST,90,EDWARDS,54.7
2018,ILLINOIS,SOUTHEAST,90,EDWARDS,44.1
2017,ILLINOIS,SOUTHEAST,90,EDWARDS,55.6
2016,ILLINOIS,SOUTHEAST,90,EDWARDS,47.7
2014,ILLINOIS,SOUTHEAST,90,EDWARDS,53
2013,ILLINOIS,SOUTHEAST,90,EDWARDS,43.7
2012,ILLINOIS,SOUTHEAST,90,EDWARDS,36.1
2011,ILLINOIS,SOUTHEAST,90,EDWARDS,43.5
2010,ILLINOIS,SOUTHEAST,90,EDWARDS,45.2
2009,ILLINOIS,SOUTHEAST,90,EDWARDS,41
2008,ILLINOIS,SOUTHEAST,90,EDWARDS,42
2007,ILLINOIS,SOUTHEAST,90,EDWARDS,28
2006,ILLINOIS,SOUTHEAST,90,EDWARDS,45
2005,ILLINOIS,SOUTHEAST,90,EDWARDS,43
2004,ILLINOIS,SOUTHEAST,90,EDWARDS,48
2003,ILLINOIS,SOUTHEAST,90,EDWARDS,33
2002,ILLINOIS,SOUTHEAST,90,EDWARDS,28
2001,ILLINOIS,SOUTHEAST,90,EDWARDS,39
2000,ILLINOIS,SOUTHEAST,90,EDWARDS,44
1999,ILLINOIS,SOUTHEAST,90,EDWARDS,31
1998,ILLINOIS,SOUTHEAST,90,EDWARDS,35.5
1997,ILLINOIS,SOUTHEAST,90,EDWARDS,37.5
1996,ILLINOIS,SOUTHEAST,90,EDWARDS,44
1995,ILLINOIS,SOUTHEAST,90,EDWARDS,34.5
1994,ILLINOIS,SOUTHEAST,90,EDWARDS,37
1993,ILLINOIS,SOUTHEAST,90,EDWARDS,37.5
1992,ILLINOIS,SOUTHEAST,90,EDWARDS,40
1991,ILLINOIS,SOUTHEAST,90,EDWARDS,34
1990,ILLINOIS,SOUTHEAST,90,EDWARDS,32.5
1989,ILLINOIS,SOUTHEAST,90,EDWARDS,35.5
1988,ILLINOIS,SOUTHEAST,90,EDWARDS,27
1987,ILLINOIS,SOUTHEAST,90,EDWARDS,33
