Year,State,Ag District,Ag District Code,County,Value
2018,ILLINOIS,SOUTHWEST,80,ST CLAIR,56
2018,ILLINOIS,SOUTHWEST,80,WASHINGTON,57.4
2018,ILLINOIS,SOUTHWEST,80,WILLIAMSON,45.6
2018,ILLINOIS,SOUTHEAST,90,EDWARDS,44.1
2018,ILLINOIS,SOUTHEAST,90,FRANKLIN,47.5
2018,ILLINOIS,SOUTHEAST,90,GALLATIN,50
2018,ILLINOIS,SOUTHEAST,90,HAMILTON,51.2
2018,ILLINOIS,SOUTHEAST,90,HARDIN,43.3
2018,ILLINOIS,SOUTHEAST,90,JEFFERSON,51.4
2018,ILLINOIS,SOUTHEAST,90,OTHER (COMBINED) COUNTIES,49.9
2018,ILLINOIS,SOUTHEAST,90,SALINE,49.4
2018,ILLINOIS,SOUTHEAST,90,WAYNE,52.9
2018,ILLINOIS,SOUTHEAST,90,WHITE,53
